num_groups,expected_m_per_group,n,k,valid_m,time_us,throughput_TFLOPS,bandwidth_GBs
4,8192,7168,7168,32768,2446.0000000000005,1376.637105504497,372.10301226492226
4,8192,7168,8192,32768,2799.0,1374.880563492676,347.6522072168632
4,8192,7168,12288,32768,4288.0,1346.1837793432835,285.61958208955224
4,8192,7168,16384,32768,5817.999999999999,1322.8912675201102,253.76332210381577
4,8192,8192,2048,32768,869.988,1263.8239007618495,771.3768925548399
4,8192,8192,4096,32768,1613.0,1363.3126196850587,499.25999256044634
4,8192,8192,7168,32768,2809.0000000000005,1369.9860082648627,358.35990032039865
4,8192,8192,8192,32768,3222.0,1365.0051244891372,333.25320422098076
4,8192,8192,12288,32768,4831.0,1365.5702270039328,277.82597391844337
4,8192,8192,16384,32768,6522.999999999999,1348.4735585172468,246.91288302928103
4,8192,12288,2048,32768,1295.0,1273.565592018533,751.4119907335909
4,8192,12288,4096,32768,2403.9999999999995,1372.1026968918472,474.56351414309495
4,8192,12288,7168,32768,4207.0,1372.102696891847,330.998081293083
4,8192,12288,8192,32768,4963.000000000001,1329.2504063381016,297.4803562361474
4,8192,12288,12288,32768,7284.0,1358.539902523888,248.75608566721584
4,8192,12288,16384,32768,10586.999999999998,1246.2585749798814,202.84156493813174
4,8192,16384,2048,32768,1733.0000000000002,1268.9112842192728,735.757885747259
4,8192,16384,4096,32768,3207.0,1371.389619926411,460.36638852510134
4,8192,16384,7168,32768,5804.999999999999,1325.8538147169681,306.35398725236865
4,8192,16384,8192,32768,6757.0,1301.774903390262,278.08912120763654
4,8192,16384,12288,32768,10447.0,1262.9596566777066,218.40732995118216
4,8192,16384,16384,32768,14092.0,1248.3810704240702,190.48783423218848
8,4096,2048,2048,32768,225.451,1219.2356962000613,1041.8273771240758
8,4096,2048,4096,32768,416.15,1321.052057882975,806.3061876727143
8,4096,2048,7168,32768,721.636,1333.1827601505468,674.2170069120721
8,4096,2048,8192,32768,818.108,1343.9688009113713,656.2347660700055
8,4096,2048,12288,32768,1215.0000000000002,1357.4217626864195,607.5699621399176
8,4096,2048,16384,32768,1617.0,1359.9401704094003,581.0291255411255
8,4096,4096,2048,32768,439.027,1252.21413236088,917.1490227252539
8,4096,4096,4096,32768,818.487,1343.3464768237002,655.9308968865724
8,4096,4096,7168,32768,1421.9999999999998,1353.126124196906,519.1262334739803
8,4096,4096,8192,32768,1622.0000000000002,1355.7479997237976,496.4897459926017
8,4096,4096,12288,32768,2408.9999999999995,1369.2548291108344,445.7209730178498
8,4096,4096,16384,32768,3218.0,1366.7018368875079,417.0843008079553
8,4096,7168,2048,32768,762.689,1261.421987604384,857.9006960897561
8,4096,7168,4096,32768,1411.9999999999998,1362.7091704022664,594.0940509915015
8,4096,7168,7168,32768,2453.0,1372.7086669645332,454.82464900122307
8,4096,7168,8192,32768,2809.0000000000005,1369.9860082648627,430.03188038447837
8,4096,7168,12288,32768,4205.0,1372.7553022173602,375.0435919143876
8,4096,7168,16384,32768,5889.999999999999,1306.7201009222413,330.41715721561974
8,4096,8192,2048,32768,876.058,1255.0671619641623,842.6354236819936
8,4096,8192,4096,32768,1615.0,1361.6243068433437,581.7486662538699
8,4096,8192,7168,32768,2815.0,1367.0659670394318,441.0351630550622
8,4096,8192,8192,32768,3217.0000000000005,1367.1266742629778,417.2139508859185
8,4096,8192,12288,32768,4895.0,1347.7159891023493,356.4515758937692
8,4096,8192,16384,32768,6813.0,1291.074860150888,315.2038232790254
8,4096,12288,2048,32768,1302.0,1266.7184651797236,824.6865007680492
8,4096,12288,4096,32768,2407.0,1370.3925564304116,557.6141587037807
8,4096,12288,7168,32768,4235.0,1363.030943523967,412.0024708382527
8,4096,12288,8192,32768,4929.999999999999,1338.1480256908721,381.1456778904666
8,4096,12288,12288,32768,7586.000000000001,1304.456189030319,318.47074927498016
8,4096,12288,16384,32768,10110.0,1305.0583119002968,292.06627260138475
8,4096,16384,2048,32768,1738.0,1265.260791456847,810.8665960874569
8,4096,16384,4096,32768,3224.0000000000005,1364.1583471166252,541.2005161290323
8,4096,16384,7168,32768,5761.000000000001,1335.9801066537057,390.2355396632529
8,4096,16384,8192,32768,6726.0,1307.7747579851323,359.19106512042816
8,4096,16384,12288,32768,10021.0,1316.6489904512523,308.0538612912883
8,4096,16384,16384,32768,14172.0,1241.3340420841096,265.1775602596669
16,2048,2048,2048,32768,228.189,1204.6062997953452,1176.3733396438918
16,2048,2048,4096,32768,414.766,1325.4601724538654,970.7960247464836
16,2048,2048,7168,32768,720.896,1334.5512727272728,837.8181818181819
16,2048,2048,8192,32768,819.508,1341.6728424566934,818.8921157572593
16,2048,2048,12288,32768,1217.0000000000002,1355.1909956154475,772.0000788824977
16,2048,2048,16384,32768,1621.0,1356.58436493029,745.1940481184454
16,2048,4096,2048,32768,440.661,1247.5708399154905,1066.0395360605999
16,2048,4096,4096,32768,820.901,1339.3961364110899,817.5025246649718
16,2048,4096,7168,32768,1423.0,1352.1752274125088,683.8218749121575
16,2048,4096,8192,32768,1623.0,1354.9126651583488,661.57844978435
16,2048,4096,12288,32768,2413.0,1366.9850324608371,611.8503970161624
16,2048,4096,16384,32768,3221.0,1365.4289075144366,583.374167028873
16,2048,7168,2048,32768,764.208,1258.9146859284385,1009.8715742310995
16,2048,7168,4096,32768,1413.0,1361.744761930644,759.902210898797
16,2048,7168,7168,32768,2453.0,1372.7086669645332,622.391624949042
16,2048,7168,8192,32768,2807.0,1370.9621293965088,597.6920555753474
16,2048,7168,12288,32768,4216.999999999999,1368.8489556139436,541.0721783258241
16,2048,7168,16384,32768,5898.0,1304.947676234656,489.26435266191936
16,2048,8192,2048,32768,875.811,1255.4211214245995,996.1227159741086
16,2048,8192,4096,32768,1615.0,1361.6243068433437,747.9625708978328
16,2048,8192,7168,32768,2816.0,1366.5805032727274,607.6974545454545
16,2048,8192,8192,32768,3225.0,1363.73535228031,582.6506021705426
16,2048,8192,12288,32768,4908.0,1344.1462442249388,519.5877815810921
16,2048,8192,16384,32768,6758.0,1301.5822761479728,476.653665581533
16,2048,12288,2048,32768,1303.0000000000002,1265.7463097958555,978.5636346891788
16,2048,12288,4096,32768,2410.0000000000005,1368.6866735800827,723.9960431535269
16,2048,12288,7168,32768,4189.0,1377.9985786163763,584.7394452136549
16,2048,12288,8192,32768,4883.0,1351.0280087356132,549.7347040753635
16,2048,12288,12288,32768,7353.0,1345.7914660660956,492.8435544675643
16,2048,12288,16384,32768,10218.999999999998,1291.1380304640377,446.5605981015755
16,2048,16384,2048,32768,1738.0,1265.260791456847,965.3173762945914
16,2048,16384,4096,32768,3221.0,1365.4289075144366,708.3829171064887
16,2048,16384,7168,32768,5713.0,1347.204865120252,557.9679747943287
16,2048,16384,8192,32768,6867.0,1280.92224001864,508.178378913645
16,2048,16384,12288,32768,10313.000000000002,1279.3696822759623,455.5047493454863
16,2048,16384,16384,32768,14002.0,1256.4052309967149,421.76689272961
32,1024,2048,2048,32768,235.77800000000002,1165.8335677798607,1423.1366794187752
32,1024,2048,4096,32768,435.64799999999997,1261.926633171735,1232.3502277067726
32,1024,2048,7168,32768,752.7069999999999,1278.1502952729286,1114.458614042383
32,1024,2048,8192,32768,851.9479999999999,1290.585373492279,1102.7951189509222
32,1024,2048,12288,32768,1263.9999999999998,1304.8001911898737,1061.849113924051
32,1024,2048,16384,32768,1675.0000000000002,1312.849704807164,1041.6898292537312
32,1024,4096,2048,32768,453.336,1212.6895148146189,1332.3004923500448
32,1024,4096,4096,32768,851.822,1290.7762745925793,1102.9582424497137
32,1024,4096,7168,32768,1471.0,1308.0525823303874,980.8569517335146
32,1024,4096,8192,32768,1669.9999999999998,1316.780392546108,964.4387640718563
32,1024,4096,12288,32768,2476.0,1332.2031031211632,921.527211631664
32,1024,4096,16384,32768,3299.0,1333.1453504407398,895.056082449227
32,1024,7168,2048,32768,782.925,1228.818436381518,1285.733576013028
32,1024,7168,4096,32768,1459.0,1318.8110682714187,1057.919034955449
32,1024,7168,7168,32768,2543.0,1324.1267636901298,923.637530475816
32,1024,7168,8192,32768,2890.0,1331.5884765453286,905.6213480968858
32,1024,7168,12288,32768,4358.0,1324.5608182248739,846.9452776502984
32,1024,7168,16384,32768,5744.0,1339.9340867743733,829.5141615598886
32,1024,8192,2048,32768,899.0299999999999,1222.9977061677587,1268.9795535187927
32,1024,8192,4096,32768,1675.0000000000002,1312.849704807164,1041.6898292537312
32,1024,8192,7168,32768,2915.9999999999995,1319.715602611797,909.0535418381346
32,1024,8192,8192,32768,3321.0,1324.3139148160192,889.126773863294
32,1024,8192,12288,32768,4947.0,1333.5495788671922,841.065204770568
32,1024,8192,16384,32768,6687.0,1315.4019773004338,802.8576521609092
32,1024,12288,2048,32768,1336.9999999999998,1233.5582959341812,1254.8403889304413
32,1024,12288,4096,32768,2497.0,1320.9991523139768,1021.2802691229476
32,1024,12288,7168,32768,4413.999999999999,1307.756240558224,874.20926144087
32,1024,12288,8192,32768,5010.0,1316.7803925461078,857.2789013972057
32,1024,12288,12288,32768,7558.0,1309.2887867139455,799.1264567345859
32,1024,12288,16384,32768,10487.999999999998,1258.022457409611,742.2414401220443
32,1024,16384,2048,32768,1787.0,1230.567014858422,1239.2795254616676
32,1024,16384,4096,32768,3336.0,1318.3592659184653,1005.8282973621102
32,1024,16384,7168,32768,6010.0,1280.6291837657238,843.048125124792
32,1024,16384,8192,32768,6914.0,1272.214784814579,815.3231958345386
32,1024,16384,12288,32768,10598.000000000002,1244.9650437169275,747.2019203623324
32,1024,16384,16384,32768,14441.0,1218.211068791358,706.3601778270203
