num_groups,expected_m_per_group,n,k,valid_m,time_us,throughput_TFLOPS,bandwidth_GBs
1,32768,12288,8192,32768,9774.0,674.9610974683854,120.15603846940864
1,32768,12288,12288,32768,16059.999999999998,616.1646730998755,84.61734097135742
1,32768,12288,16384,32768,23109.0,570.9524225761392,66.79232645289714
1,32768,16384,2048,32768,3541.9999999999995,620.8422517086392,331.565533596838
1,32768,16384,4096,32768,7510.0,585.6253676569906,169.78274513981358
1,32768,16384,7168,32768,13365.0,575.8758993215114,106.7013363262252
1,32768,16384,8192,32768,15678.000000000002,561.046882396224,94.16985635922948
1,32768,16384,12288,32768,14551.999999999998,906.6890828279275,115.29147883452447
1,32768,16384,16384,32768,14292.999999999998,1230.8253022049955,131.4663256139369
2,256,2048,2048,512,9.385,457.6416937666489,1229.0182205647309
2,256,2048,4096,512,15.066,570.1536301606264,1391.9766361343422
2,256,2048,7168,512,68.379,219.83921285774872,513.71467848316
2,256,2048,8192,512,70.415,243.980248299368,565.8721579208975
2,256,2048,12288,512,34.727,742.0682401589543,1690.9107034872004
2,256,2048,16384,512,42.971,799.6029500826139,1805.7439668613717
2,256,4096,2048,512,13.884,618.6930705848458,1586.0051858254105
2,256,4096,4096,512,22.916,749.6888280677256,1738.780240879735
2,256,4096,7168,512,35.497,846.9665344113587,1875.7803758064063
2,256,4096,8192,512,38.828,884.9216639538478,1944.407953023591
2,256,4096,12288,512,51.58899999999999,999.0425779138966,2154.5107677993374
2,256,4096,16384,512,64.39,1067.2383403634105,2279.8670601025005
2,256,7168,2048,512,23.015,653.1560085161851,1640.1797088855094
2,256,7168,4096,512,37.438,803.0549460975478,1820.5416956033976
2,256,7168,7168,512,57.681000000000004,912.1435026438515,1972.408522737123
2,256,7168,8192,512,63.47299999999999,947.3247230160856,2031.9639531769417
2,256,7168,12288,512,90.629,995.2036678767281,2094.1669443555593
2,256,7168,16384,512,119.383,1007.3384341824213,2099.2072908203013
2,256,8192,2048,512,24.755,693.9959274490003,1736.6841446172493
2,256,8192,4096,512,39.536,869.0747260218535,1962.6321327397814
2,256,8192,7168,512,61.187999999999995,982.7015451395699,2116.413937373341
2,256,8192,8192,512,68.392,1004.7882316060359,2146.459234998246
2,256,8192,12288,512,94.462,1091.2241441426181,2286.7042408587577
2,256,8192,16384,512,121.237,1133.6386868035338,2352.521688923349
2,256,12288,2048,512,34.344,750.3436925227114,1862.4253435825763
2,256,12288,4096,512,55.038,936.4367809876812,2095.7040590137726
2,256,12288,7168,512,88.283,1021.6498444321104,2179.5101661701574
2,256,12288,8192,512,97.434,1057.938862245212,2238.47741034957
2,256,12288,12288,512,137.347,1125.7531846782235,2336.1577318761965
2,256,12288,16384,512,175.785,1172.7873834968855,2409.902460391956
2,256,16384,2048,512,43.05100000000001,798.1170789993262,1972.8846252119572
2,256,16384,4096,512,71.086,966.7090107194102,2153.618096390288
2,256,16384,7168,512,114.269,1052.4209040772212,2234.4490281703697
2,256,16384,8192,512,126.46899999999998,1086.740256284149,2288.3629664186483
2,256,16384,12288,512,180.057,1144.962040953698,2364.372704199226
2,256,16384,16384,512,230.302,1193.554146051706,2440.4335872028905
2,1024,2048,2048,2048,19.646,874.4716066374833,1067.4702229461468
2,1024,2048,4096,2048,32.453,1058.753839953163,1033.9392968292607
2,1024,2048,7168,2048,51.431,1169.1303327565088,1019.4007505201143
2,1024,2048,8192,2048,57.372,1197.7877141462734,1023.5002440214739
2,1024,2048,12288,2048,81.515,1264.5429074894193,1029.08765257928
2,1024,2048,16384,2048,501.93700000000007,273.8171393461729,217.26213449098194
2,1024,4096,2048,2048,121.775,282.1575723095873,309.987567234654
2,1024,4096,4096,2048,57.538,1194.3320368452155,1020.5473947651986
2,1024,4096,7168,2048,97.547,1232.8322171671093,924.4521717736067
2,1024,4096,8192,2048,111.304,1234.8069563717386,904.399626248832
2,1024,4096,12288,2048,158.24499999999998,1302.780057556321,901.174356219786
2,1024,4096,16384,2048,205.76,1335.9151776049769,896.9157076205288
2,1024,7168,2048,2048,55.298,1087.3728189807948,1137.7366270027846
2,1024,7168,4096,2048,100.575,1195.7154788764603,959.1746656723838
2,1024,7168,7168,2048,167.61699999999996,1255.561175202993,875.8099715422663
2,1024,7168,8192,2048,189.344,1270.270875105628,863.9188778097009
2,1024,7168,12288,2048,273.74000000000007,1317.9559175275806,842.7219989771314
2,1024,7168,16384,2048,359.609,1337.664900355664,828.1093743482505
2,1024,8192,2048,2048,73.782,931.3853885229461,966.4032961969045
2,1024,8192,4096,2048,129.186,1063.8842712987473,844.1464554982737
2,1024,8192,7168,2048,219.763,1094.4434166624953,753.8803529256518
2,1024,8192,8192,2048,245.688,1118.8088426948,751.1533978053466
2,1024,8192,12288,2048,362.549,1137.2720940231527,717.2736595605008
2,1024,8192,16384,2048,474.93,1157.5512473164467,706.5132124734172
2,1024,12288,2048,2048,90.939,1133.498445155544,1153.0542451533447
2,1024,12288,4096,2048,162.086,1271.9076922621325,983.3270732820848
2,1024,12288,7168,2048,273.771,1317.8066809998136,880.9277827089063
2,1024,12288,8192,2048,309.619,1331.6910797334788,866.986380034817
2,1024,12288,12288,2048,457.35800000000006,1352.278282273405,825.3651625203887
2,1024,12288,16384,2048,605.791,1361.2511919655458,803.1470655721197
2,1024,16384,2048,2048,118.411,1160.69413713253,1168.9119423026575
2,1024,16384,4096,2048,213.935,1284.8664638511698,980.275317269264
2,1024,16384,7168,2048,362.568,1326.747912535028,873.4084420026037
2,1024,16384,8192,2048,410.27200000000005,1339.978877154668,858.7511114577645
2,1024,16384,12288,2048,607.811,1356.7272076879162,814.2792282469386
2,1024,16384,16384,2048,805.552,1364.917010665978,791.4252686356684
2,4096,2048,2048,8192,61.26100000000001,1121.7491835915182,958.5259137134553
2,4096,2048,4096,8192,112.529,1221.364745727768,745.4618809373584
2,4096,2048,7168,8192,189.43299999999996,1269.6740725005677,642.0994018993524
2,4096,2048,8192,8192,213.85,1285.3771659761514,627.6255693242928
2,4096,2048,12288,8192,311.801,1322.3718346509472,591.8819246891446
2,4096,2048,16384,8192,412.084,1334.0867732986478,569.9833626153891
2,4096,4096,2048,8192,114.85,1196.6822243970396,876.4762385720505
2,4096,4096,4096,8192,205.925,1334.8447587422604,651.7796673546194
2,4096,4096,7168,8192,348.439,1380.5467733290475,529.6461532721652
2,4096,4096,8192,8192,395.351,1390.5512162306404,509.23506453758813
2,4096,4096,12288,8192,590.082,1397.490045166604,454.91212407767057
2,4096,4096,16384,8192,1572.0,699.4348777201018,213.45058524173027
2,4096,7168,2048,8192,282.625,851.0151917770897,578.7805608137992
2,4096,7168,4096,8192,345.315,1393.036320901206,607.3156393437876
2,4096,7168,7168,8192,599.983,1403.0624034614318,464.8818649861747
2,4096,7168,8192,8192,684.87,1404.752251236001,440.94483332603266
2,4096,7168,12288,8192,1020.0000000000001,1414.8127563294117,386.5338980392156
2,4096,7168,16384,8192,1358.0,1416.8964275463918,358.2763357879234
2,4096,8192,2048,8192,225.582,1218.5276615332784,818.1032883829383
2,4096,8192,4096,8192,406.351,1352.9087264163247,578.0249685616621
2,4096,8192,7168,8192,695.3769999999998,1383.5267406083321,446.34564559943755
2,4096,8192,8192,8192,792.384,1387.5994817866085,423.4617559163234
2,4096,8192,12288,8192,1185.0,1391.7868706025315,368.1076928270042
2,4096,8192,16384,8192,3823.0,575.2088034402301,140.43183677739995
2,4096,12288,2048,8192,323.645,1273.978774323719,829.4132645336713
2,4096,12288,4096,8192,1414.0,583.192164661952,237.30149929278645
2,4096,12288,7168,8192,1980.0,728.8429350787878,220.30687676767678
2,4096,12288,8192,8192,2460.0,670.4339193756098,190.96018211382113
2,4096,12288,12288,8192,3677.0,672.8042323894479,164.25884579820504
2,4096,12288,16384,8192,5102.000000000001,646.5180092763621,144.68786828694627
2,4096,16384,2048,8192,956.45,574.7878236060432,368.3637785561189
2,4096,16384,4096,8192,1621.0,678.292182465145,269.0978507094386
2,4096,16384,7168,8192,2935.0,655.5861494405451,191.49462896081772
2,4096,16384,8192,8192,3453.0,636.8442674636548,174.91450217202433
2,4096,16384,12288,8192,4972.999999999999,663.2887358391314,155.18840458475773
2,4096,16384,16384,8192,5583.0,787.7568531441876,168.28301916532328
2,16384,2048,2048,32768,442.694,620.9207871441672,473.72496577771545
2,16384,2048,4096,32768,585.722,938.5951251412786,486.9420510071331
2,16384,2048,7168,32768,1395.0,689.6578310422939,285.63360573476706
2,16384,2048,8192,32768,1729.0,635.9234400092539,252.28896240601503
2,16384,2048,12288,32768,2593.0,636.0460631176244,226.45682992672585
2,16384,2048,16384,32768,2130.0,1032.4052842967137,346.5715981220657
2,16384,4096,2048,32768,961.6909999999999,571.6553590373624,366.35627867995026
2,16384,4096,4096,32768,1651.0000000000002,665.9670670963053,264.208125984252
2,16384,4096,7168,32768,2919.0,659.1796329592327,192.54427406646113
2,16384,4096,8192,32768,3436.0,639.9951267613505,175.7799115250291
2,16384,4096,12288,32768,5073.999999999999,650.0857081844699,152.09931730390227
2,16384,4096,16384,32768,4621.0,951.752112335858,203.31618610690325
2,16384,7168,2048,32768,1653.9999999999998,581.664252904474,342.3404111245466
2,16384,7168,4096,32768,2922.0,658.502857155373,226.7967255304586
2,16384,7168,7168,32768,4960.0,678.8819274322582,162.7829677419355
2,16384,7168,8192,32768,6131.999999999999,627.5751300091325,139.53653228962818
2,16384,7168,12288,32768,9435.0,611.8109216559618,111.13683094859564
2,16384,7168,16384,32768,8173.999999999999,941.5930259887449,151.88573330070957
2,16384,8192,2048,32768,1957.0,561.8352722411855,325.77118446601946
2,16384,8192,4096,32768,4045.0,543.639865402225,182.4962927070457
2,16384,8192,7168,32768,6104.0,630.4539150091742,145.67373001310617
2,16384,8192,8192,32768,6910.0,636.4756166575976,135.96586049204052
2,16384,8192,12288,32768,9167.999999999998,719.5756726282724,124.43833856893544
2,16384,8192,16384,32768,13800.0,637.3980450875363,97.2592231884058
2,16384,12288,2048,32768,2616.9999999999995,630.2130078960643,352.5972029040887
2,16384,12288,4096,32768,5123.0,643.8678280944758,203.0426297091548
2,16384,12288,7168,32768,9480.0,608.9067558886074,128.30676793248944
2,16384,12288,8192,32768,10981.0,600.7713110514525,116.1158743283854
2,16384,12288,12288,32768,17422.999999999996,567.9621563441428,86.66414739137922
2,16384,12288,16384,32768,23448.0,562.6978647778915,74.41276287956329
2,16384,16384,2048,32768,3512.0,626.145573904328,343.95203644646926
2,16384,16384,4096,32768,6911.0,636.3835206343512,194.2088380842136
2,16384,16384,7168,32768,13102.0,587.4356124585559,117.80673729201648
2,16384,16384,8192,32768,15032.0,585.1578647025013,107.14560510910059
2,16384,16384,12288,32768,22535.999999999996,585.4694503599575,83.37984522541711
2,16384,16384,16384,32768,32545.000000000004,540.5495788728222,65.9850560147488
4,128,2048,2048,512,12.522,342.993714742054,1591.035297875739
4,128,2048,4096,512,65.08,131.9903901659496,580.0358942839582
4,128,2048,7168,512,76.28199999999998,197.06333782543723,845.3819249626388
4,128,2048,8192,512,123.113,139.54553283568754,596.2028380430986
4,128,2048,12288,512,224.82800000000003,114.62008191150568,485.0459195473873
4,128,2048,16384,512,103.469,332.07761134252775,1398.5202137838387
4,128,4096,2048,512,21.029,408.4804123828998,1844.9432688192494
4,128,4096,4096,512,79.116,217.14784852621466,927.7557004904191
4,128,4096,7168,512,140.76200000000003,213.58584754408145,890.1893408732469
4,128,4096,8192,512,59.06999999999999,581.6783200948029,2414.1922464872187
4,128,4096,12288,512,125.09699999999998,411.99715062711346,1693.1849045140973
4,128,4096,16384,512,190.644,360.4596878789786,1474.0477958918193
4,128,7168,2048,512,32.375,464.32078875675677,2072.860664092664
4,128,7168,4096,512,99.42500000000001,302.38643270807137,1276.1146190595928
4,128,7168,7168,512,172.782,304.5071209732495,1253.2031345857786
4,128,7168,8192,512,225.974,266.09053317638313,1090.458902351598
4,128,7168,12288,512,207.298,435.0949513068144,1765.3475865661994
4,128,7168,16384,512,171.092,702.891335001052,2837.6001683304885
4,128,8192,2048,512,124.212,138.3108651660065,616.2532444530319
4,128,8192,4096,512,104.024,330.3058752595555,1391.0586787664383
4,128,8192,7168,512,181.17,331.8956899265883,1363.02725616824
4,128,8192,8192,512,236.848,290.14168047017495,1186.4924677430251
4,128,8192,12288,512,280.922,366.93179994446854,1485.5840695993904
4,128,8192,16384,512,411.772,333.7744029997183,1344.5502073963262
4,128,12288,2048,512,49.948,515.9326454712901,2288.275486505966
4,128,12288,4096,512,84.54700000000001,609.5971181946135,2554.8707346209794
4,128,12288,7168,512,182.253,494.88520472091,2022.3231661481568
4,128,12288,8192,512,257.519,400.2780963890043,1628.7357437703624
4,128,12288,12288,512,437.78,353.1884112019736,1422.756050984513
4,128,12288,16384,512,678.417,303.8815805146392,1217.9498567989892
4,128,16384,2048,512,149.417,229.9586952488673,1017.5784549281541
4,128,16384,4096,512,414.431,165.81644890464275,693.2633514384783
4,128,16384,7168,512,438.833,274.04293726315024,1117.0747869918625
4,128,16384,8192,512,371.44,370.0165665302606,1501.8372603919881
4,128,16384,12288,512,986.963,208.8816198864598,839.3172185786093
4,128,16384,16384,512,881.2699999999999,311.91111344309917,1246.9591022047728
4,512,2048,2048,2048,22.453,765.1480507727252,1307.626063332294
4,512,2048,4096,2048,35.948,955.8178026037609,1400.1237342828529
4,512,2048,7168,2048,187.149,321.2923507152055,437.02572816312136
4,512,2048,8192,2048,152.165,451.6115843722275,606.4120395623172
4,512,2048,12288,2048,176.353,584.5050274392837,761.074254478234
4,512,2048,16384,2048,112.494,1221.7447461375718,1565.957011040589
4,512,4096,2048,2048,81.245,422.91511315157857,671.1299403040188
4,512,4096,4096,2048,62.528999999999996,1099.00169099138,1475.710278430808
4,512,4096,7168,2048,287.578,418.17901330421665,517.7648916120148
4,512,4096,8192,2048,292.81,469.3793021823025,572.972780984256
4,512,4096,12288,2048,342.422,602.0595353335941,710.4380910105075
4,512,4096,16384,2048,349.814,785.7830359676858,911.2474171988544
4,512,7168,2048,2048,59.054,1018.2128584685204,1562.5476343685439
4,512,7168,4096,2048,109.231,1100.9611217328413,1420.7436350486585
4,512,7168,7168,2048,178.983,1175.8289753998984,1394.3284446008836
4,512,7168,8192,2048,200.325,1200.6398031998006,1402.812270061151
4,512,7168,12288,2048,288.916,1248.727148596824,1408.1860748452837
4,512,7168,16384,2048,375.922,1279.6174130590919,1416.9870558254106
4,512,8192,2048,2048,76.213,901.6765740228045,1375.849264561164
4,512,8192,4096,2048,133.889,1026.5141533060967,1315.7224865373553
4,512,8192,7168,2048,224.646,1070.654133952975,1260.2740311423308
4,512,8192,8192,2048,251.72600000000003,1091.9726486099964,1266.3257033441123
4,512,8192,12288,2048,370.453,1113.0072112143782,1245.430432470516
4,512,8192,16384,2048,485.983,1131.224371815475,1242.800213176181
4,512,12288,2048,2048,96.509,1068.0787812950089,1608.0287641567108
4,512,12288,4096,2048,443.615,464.72375868264146,586.1994026351679
4,512,12288,7168,2048,513.298,702.8612090130879,813.0428094401302
4,512,12288,8192,2048,687.715,599.5461207273363,683.0766349432541
4,512,12288,12288,2048,922.858,670.1738410719743,736.2749718808311
4,512,12288,16384,2048,901.493,914.7422340850122,986.355354950066
4,512,16384,2048,2048,215.551,637.6168678039072,953.4676062741532
4,512,16384,4096,2048,316.85,867.5332395265898,1085.4755499447688
4,512,16384,7168,2048,384.666,1250.5299068594572,1433.8438437501627
4,512,16384,8192,2048,433.268,1268.858567648661,1432.7321473083637
4,512,16384,12288,2048,639.002,1290.5025662392295,1404.660792923966
4,512,16384,16384,2048,1371.0,801.9778466637491,856.6047556528082
4,2048,2048,2048,8192,62.086,1106.8433581805882,1080.9017169732308
4,2048,2048,4096,8192,113.398,1212.0050924354928,887.6990423111519
4,2048,2048,7168,8192,234.237,1026.8154415229021,644.6246493935629
4,2048,2048,8192,8192,436.71,629.4289275354354,384.1729294039523
